t,phase,target_deg,actual_low_deg,actual_high_deg,err_low_deg,err_high_deg
0.0,settle,-90.0,-90.0007,-89.9999,0.0007,0.0001
0.0083,settle,-90.0,-90.0017,-89.9998,0.0017,0.0002
0.0167,settle,-90.0,-90.0026,-89.9997,0.0026,0.0003
0.025,settle,-90.0,-90.0031,-89.9996,0.0031,0.0004
0.0333,settle,-90.0,-90.003,-89.9996,0.003,0.0004
0.0417,settle,-90.0,-90.0025,-89.9995,0.0025,0.0005
0.05,settle,-90.0,-90.0015,-89.9994,0.0014,0.0006
0.0583,settle,-90.0,-90.0,-89.9993,0.0,0.0007
0.0667,settle,-90.0,-89.9981,-89.9993,0.0019,0.0007
0.075,settle,-90.0,-89.9959,-89.9993,0.0041,0.0007
0.0833,settle,-90.0,-89.9935,-89.9993,0.0065,0.0007
0.0917,settle,-90.0,-89.9908,-89.9993,0.0092,0.0007
0.1,settle,-90.0,-89.988,-89.9993,0.012,0.0007
0.1083,settle,-90.0,-89.985,-89.9993,0.015,0.0007
0.1167,settle,-90.0,-89.982,-89.9993,0.018,0.0007
0.125,settle,-90.0,-89.9789,-89.9993,0.0211,0.0007
0.1333,settle,-90.0,-89.9758,-89.9993,0.0242,0.0007
0.1417,settle,-90.0,-89.9727,-89.9993,0.0273,0.0007
0.15,settle,-90.0,-89.9697,-89.9993,0.0303,0.0007
0.1583,settle,-90.0,-89.9667,-89.9993,0.0333,0.0007
0.1667,settle,-90.0,-89.9638,-89.9993,0.0362,0.0007
0.175,settle,-90.0,-89.961,-89.9993,0.039,0.0007
0.1833,settle,-90.0,-89.9583,-89.9993,0.0417,0.0007
0.1917,settle,-90.0,-89.9557,-89.9993,0.0443,0.0007
0.2,settle,-90.0,-89.9533,-89.9993,0.0467,0.0007
0.2083,settle,-90.0,-89.951,-89.9993,0.049,0.0007
0.2167,settle,-90.0,-89.9489,-89.9993,0.0511,0.0007
0.225,settle,-90.0,-89.9469,-89.9993,0.0531,0.0007
0.2333,settle,-90.0,-89.9451,-89.9993,0.0549,0.0007
0.2417,settle,-90.0,-89.9434,-89.9993,0.0566,0.0007
0.25,settle,-90.0,-89.942,-89.9993,0.058,0.0007
0.2583,settle,-90.0,-89.9406,-89.9993,0.0594,0.0007
0.2667,settle,-90.0,-89.9394,-89.9993,0.0606,0.0007
0.275,settle,-90.0,-89.9383,-89.9993,0.0617,0.0007
0.2833,settle,-90.0,-89.9374,-89.9993,0.0626,0.0007
0.2917,settle,-90.0,-89.9366,-89.9993,0.0634,0.0007
0.3,settle,-90.0,-89.936,-89.9993,0.064,0.0007
0.3083,settle,-90.0,-89.9354,-89.9993,0.0646,0.0007
0.3167,settle,-90.0,-89.935,-89.9993,0.065,0.0007
0.325,settle,-90.0,-89.9347,-89.9993,0.0653,0.0007
0.3333,settle,-90.0,-89.9345,-89.9993,0.0655,0.0007
0.3417,settle,-90.0,-89.9343,-89.9993,0.0657,0.0007
0.35,settle,-90.0,-89.9343,-89.9993,0.0657,0.0007
0.3583,settle,-90.0,-89.9344,-89.9993,0.0656,0.0007
0.3667,settle,-90.0,-89.9345,-89.9993,0.0655,0.0007
0.375,settle,-90.0,-89.9347,-89.9993,0.0654,0.0007
0.3833,settle,-90.0,-89.9349,-89.9993,0.0651,0.0007
0.3917,settle,-90.0,-89.9352,-89.9993,0.0648,0.0007
0.4,settle,-90.0,-89.9355,-89.9993,0.0645,0.0007
0.4083,settle,-90.0,-89.9359,-89.9993,0.0641,0.0007
0.4167,settle,-90.0,-89.9363,-89.9993,0.0637,0.0007
0.425,settle,-90.0,-89.9367,-89.9993,0.0633,0.0007
0.4333,settle,-90.0,-89.9371,-89.9993,0.0629,0.0007
0.4417,settle,-90.0,-89.9376,-89.9993,0.0624,0.0007
0.45,settle,-90.0,-89.9381,-89.9993,0.0619,0.0007
0.4583,settle,-90.0,-89.9386,-89.9993,0.0614,0.0007
0.4667,settle,-90.0,-89.939,-89.9993,0.061,0.0007
0.475,settle,-90.0,-89.9395,-89.9993,0.0605,0.0007
0.4833,settle,-90.0,-89.94,-89.9993,0.06,0.0007
0.4917,settle,-90.0,-89.9405,-89.9993,0.0595,0.0007
0.5,settle,-90.0,-89.9409,-89.9993,0.0591,0.0007
0.5083,settle,-90.0,-89.9414,-89.9993,0.0586,0.0007
0.5167,settle,-90.0,-89.9418,-89.9993,0.0582,0.0007
0.525,settle,-90.0,-89.9423,-89.9993,0.0577,0.0007
0.5333,settle,-90.0,-89.9427,-89.9993,0.0573,0.0007
0.5417,settle,-90.0,-89.9431,-89.9993,0.0569,0.0007
0.55,settle,-90.0,-89.9434,-89.9993,0.0566,0.0007
0.5583,settle,-90.0,-89.9438,-89.9993,0.0562,0.0007
0.5667,settle,-90.0,-89.9441,-89.9993,0.0559,0.0007
0.575,settle,-90.0,-89.9444,-89.9993,0.0556,0.0007
0.5833,settle,-90.0,-89.9447,-89.9993,0.0553,0.0007
0.5917,settle,-90.0,-89.9449,-89.9993,0.0551,0.0007
0.6,settle,-90.0,-89.9452,-89.9993,0.0548,0.0007
0.6083,settle,-90.0,-89.9454,-89.9993,0.0546,0.0007
0.6167,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
0.625,settle,-90.0,-89.9458,-89.9993,0.0542,0.0007
0.6333,settle,-90.0,-89.946,-89.9993,0.054,0.0007
0.6417,settle,-90.0,-89.9461,-89.9993,0.0539,0.0007
0.65,settle,-90.0,-89.9463,-89.9993,0.0537,0.0007
0.6583,settle,-90.0,-89.9464,-89.9993,0.0536,0.0007
0.6667,settle,-90.0,-89.9464,-89.9993,0.0536,0.0007
0.675,settle,-90.0,-89.9465,-89.9993,0.0535,0.0007
0.6833,settle,-90.0,-89.9465,-89.9993,0.0535,0.0007
0.6917,settle,-90.0,-89.9466,-89.9993,0.0534,0.0007
0.7,settle,-90.0,-89.9466,-89.9993,0.0534,0.0007
0.7083,settle,-90.0,-89.9467,-89.9993,0.0533,0.0007
0.7167,settle,-90.0,-89.9467,-89.9993,0.0533,0.0007
0.725,settle,-90.0,-89.9467,-89.9993,0.0533,0.0007
0.7333,settle,-90.0,-89.9467,-89.9993,0.0533,0.0007
0.7417,settle,-90.0,-89.9467,-89.9993,0.0533,0.0007
0.75,settle,-90.0,-89.9467,-89.9993,0.0533,0.0007
0.7583,settle,-90.0,-89.9467,-89.9993,0.0533,0.0007
0.7667,settle,-90.0,-89.9466,-89.9993,0.0534,0.0007
0.775,settle,-90.0,-89.9466,-89.9993,0.0534,0.0007
0.7833,settle,-90.0,-89.9466,-89.9993,0.0534,0.0007
0.7917,settle,-90.0,-89.9465,-89.9993,0.0535,0.0007
0.8,settle,-90.0,-89.9465,-89.9993,0.0535,0.0007
0.8083,settle,-90.0,-89.9465,-89.9993,0.0535,0.0007
0.8167,settle,-90.0,-89.9464,-89.9993,0.0536,0.0007
0.825,settle,-90.0,-89.9464,-89.9993,0.0536,0.0007
0.8333,settle,-90.0,-89.9463,-89.9993,0.0537,0.0007
0.8417,settle,-90.0,-89.9463,-89.9993,0.0537,0.0007
0.85,settle,-90.0,-89.9463,-89.9993,0.0537,0.0007
0.8583,settle,-90.0,-89.9462,-89.9993,0.0538,0.0007
0.8667,settle,-90.0,-89.9462,-89.9993,0.0538,0.0007
0.875,settle,-90.0,-89.9461,-89.9993,0.0539,0.0007
0.8833,settle,-90.0,-89.9461,-89.9993,0.0539,0.0007
0.8917,settle,-90.0,-89.9461,-89.9993,0.054,0.0007
0.9,settle,-90.0,-89.946,-89.9993,0.054,0.0007
0.9083,settle,-90.0,-89.946,-89.9993,0.054,0.0007
0.9167,settle,-90.0,-89.9459,-89.9993,0.0541,0.0007
0.925,settle,-90.0,-89.9459,-89.9993,0.0541,0.0007
0.9333,settle,-90.0,-89.9458,-89.9993,0.0542,0.0007
0.9417,settle,-90.0,-89.9458,-89.9993,0.0542,0.0007
0.95,settle,-90.0,-89.9458,-89.9993,0.0542,0.0007
0.9583,settle,-90.0,-89.9458,-89.9993,0.0542,0.0007
0.9667,settle,-90.0,-89.9457,-89.9993,0.0543,0.0007
0.975,settle,-90.0,-89.9457,-89.9993,0.0543,0.0007
0.9833,settle,-90.0,-89.9457,-89.9993,0.0543,0.0007
0.9917,settle,-90.0,-89.9457,-89.9993,0.0543,0.0007
1.0,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.0083,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.0167,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.025,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.0333,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.0417,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.05,settle,-90.0,-89.9456,-89.9993,0.0545,0.0007
1.0583,settle,-90.0,-89.9455,-89.9993,0.0545,0.0007
1.0667,settle,-90.0,-89.9455,-89.9993,0.0545,0.0007
1.075,settle,-90.0,-89.9455,-89.9993,0.0545,0.0007
1.0833,settle,-90.0,-89.9455,-89.9993,0.0545,0.0007
1.0917,settle,-90.0,-89.9455,-89.9993,0.0545,0.0007
1.1,settle,-90.0,-89.9455,-89.9993,0.0545,0.0007
1.1083,settle,-90.0,-89.9455,-89.9993,0.0545,0.0007
1.1167,settle,-90.0,-89.9455,-89.9993,0.0545,0.0007
1.125,settle,-90.0,-89.9455,-89.9993,0.0545,0.0007
1.1333,settle,-90.0,-89.9455,-89.9993,0.0545,0.0007
1.1417,settle,-90.0,-89.9455,-89.9993,0.0545,0.0007
1.15,settle,-90.0,-89.9455,-89.9993,0.0545,0.0007
1.1583,settle,-90.0,-89.9455,-89.9993,0.0545,0.0007
1.1667,settle,-90.0,-89.9455,-89.9993,0.0545,0.0007
1.175,settle,-90.0,-89.9455,-89.9993,0.0545,0.0007
1.1833,settle,-90.0,-89.9456,-89.9993,0.0545,0.0007
1.1917,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.2,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.2083,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.2167,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.225,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.2333,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.2417,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.25,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.2583,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.2667,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.275,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.2833,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.2917,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.3,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.3083,settle,-90.0,-89.9457,-89.9993,0.0543,0.0007
1.3167,settle,-90.0,-89.9457,-89.9993,0.0543,0.0007
1.325,settle,-90.0,-89.9457,-89.9993,0.0543,0.0007
1.3333,settle,-90.0,-89.9457,-89.9993,0.0543,0.0007
1.3417,settle,-90.0,-89.9457,-89.9993,0.0543,0.0007
1.35,settle,-90.0,-89.9457,-89.9993,0.0543,0.0007
1.3583,settle,-90.0,-89.9457,-89.9993,0.0543,0.0007
1.3667,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.375,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.3833,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.3917,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.4,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.4083,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.4167,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.425,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.4333,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.4417,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.45,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.4583,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.4667,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.475,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.4833,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.4917,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.5,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.5083,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.5167,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.525,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.5333,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.5417,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.55,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.5583,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.5667,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.575,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.5833,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.5917,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.6,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.6083,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.6167,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.625,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.6333,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.6417,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.65,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.6583,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.6667,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.675,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.6833,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.6917,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.7,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.7083,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.7167,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.725,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.7333,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.7417,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.75,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.7583,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.7667,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.775,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.7833,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.7917,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.8,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.8083,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.8167,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.825,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.8333,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.8417,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.85,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.8583,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.8667,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.875,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.8833,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.8917,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.9,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.9083,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.9167,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.925,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.9333,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.9417,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.95,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.9583,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.9667,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.975,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.9833,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
1.9917,settle,-90.0,-89.9456,-89.9993,0.0544,0.0007
2.0,track,-90.0,-89.9456,-89.9993,0.0544,0.0007
2.0083,track,-89.6073,-89.9399,-89.9474,0.3326,0.3401
2.0167,track,-89.215,-89.924,-89.842,0.7091,0.627
2.025,track,-88.8231,-89.8962,-89.6915,1.0731,0.8683
2.0333,track,-88.4321,-89.8552,-89.5031,1.4231,1.071
2.0417,track,-88.0421,-89.7999,-89.283,1.7578,1.2409
2.05,track,-87.6535,-89.7296,-89.0364,2.0761,1.3829
2.0583,track,-87.2665,-89.6434,-88.7675,2.377,1.5011
2.0667,track,-86.8813,-89.541,-88.4804,2.6596,1.599
2.075,track,-86.4983,-89.4218,-88.178,2.9235,1.6797
2.0833,track,-86.1177,-89.2857,-87.8633,3.168,1.7456
2.0917,track,-85.7398,-89.1325,-87.5385,3.3927,1.7987
2.1,track,-85.3647,-88.9623,-87.2057,3.5976,1.841
2.1083,track,-84.9929,-88.7753,-86.8667,3.7824,1.8738
2.1167,track,-84.6245,-88.5716,-86.5229,3.9471,1.8984
2.125,track,-84.2598,-88.3517,-86.1758,4.092,1.916
2.1333,track,-83.8989,-88.116,-85.8263,4.217,1.9273
2.1417,track,-83.5423,-87.865,-85.4756,4.3227,1.9333
2.15,track,-83.1901,-87.5995,-85.1246,4.4093,1.9344
2.1583,track,-82.8426,-87.3199,-84.7739,4.4773,1.9313
2.1667,track,-82.5,-87.0272,-84.4244,4.5272,1.9244
2.175,track,-82.1625,-86.7222,-84.0766,4.5597,1.9141
2.1833,track,-81.8304,-86.4058,-83.7312,4.5754,1.9008
2.1917,track,-81.5039,-86.0788,-83.3885,4.5749,1.8846
2.2,track,-81.1832,-85.7423,-83.0492,4.5591,1.8659
2.2083,track,-80.8686,-85.3973,-82.7135,4.5288,1.845
2.2167,track,-80.5602,-85.0449,-82.382,4.4847,1.8218
2.225,track,-80.2583,-84.686,-82.055,4.4278,1.7967
2.2333,track,-79.963,-84.3219,-81.7328,4.3589,1.7697
2.2417,track,-79.6747,-83.9536,-81.4157,4.2789,1.741
2.25,track,-79.3934,-83.5821,-81.104,4.1887,1.7106
2.2583,track,-79.1194,-83.2086,-80.7981,4.0892,1.6787
2.2667,track,-78.8528,-82.8342,-80.4982,3.9813,1.6454
2.275,track,-78.5939,-82.4598,-80.2045,3.8659,1.6106
2.2833,track,-78.3428,-82.0866,-79.9174,3.7438,1.5745
2.2917,track,-78.0997,-81.7155,-79.6369,3.6158,1.5372
2.3,track,-77.8648,-81.3474,-79.3634,3.4827,1.4986
